province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
重庆市,2015-07,37.72,54.4,13.96,13.07,0.5,73.49,55,二级
重庆市,2015-08,37.04,52.13,14.52,11.86,0.51,67.39,54,二级
重庆市,2015-09,40.09,53.96,16.56,12.1,0.6,61.42,57,二级
重庆市,2015-10,44.61,60.66,17.64,16.38,0.65,53.22,63,二级
重庆市,2015-11,40.27,57.64,20.31,18.3,0.76,31.01,58,二级
重庆市,2015-12,55.01,73.96,22.81,20.69,0.77,32.71,76,二级
陕西省,2015-01,62.24,91.46,30.97,29.34,1.91,36.53,86,二级
陕西省,2015-02,48.39,78.44,22.42,19.56,1.42,49.85,73,二级
陕西省,2015-03,42.71,75.1,17.58,19.51,1.23,55.11,66,二级
陕西省,2015-04,31.47,59.13,12.8,15.58,1.09,65.57,54,二级
陕西省,2015-05,35.35,57.55,10.21,13.09,0.83,74.31,55,二级
陕西省,2015-06,34.38,54.66,10.28,12.21,0.71,77.76,54,二级
陕西省,2015-07,34.25,53.87,10.19,12.12,0.66,85.2,54,二级
陕西省,2015-08,29.66,49.25,9.91,12.66,0.65,72.3,49,一级
陕西省,2015-09,34.7,52.82,11.92,14.18,0.77,65.14,53,二级
陕西省,2015-10,34.95,60.68,13.14,20.09,0.81,50.9,55,二级
陕西省,2015-11,38.98,60.76,19.36,24.62,1.22,32.19,56,二级
陕西省,2015-12,63.29,93.32,25.59,29.64,1.35,36.18,89,二级
青海省,2015-01,2.5,3.38,0.74,0.92,0.16,68.16,35,一级
青海省,2015-02,2.39,3.19,0.68,0.79,0.15,69.9,36,一级
青海省,2015-03,5.09,6.8,0.71,0.72,0.14,78.63,40,一级
青海省,2015-04,8.98,10.01,0.52,0.68,0.14,88.87,46,一级
青海省,2015-05,12.89,13.78,0.67,0.65,0.13,96.28,50,一级
青海省,2015-06,11.69,12.42,1.06,0.78,0.12,91.54,48,一级
青海省,2015-07,11.98,12.51,0.68,0.89,0.12,90.92,47,一级
青海省,2015-08,18.77,19.67,1.21,0.95,0.14,84.66,43,一级
青海省,2015-09,11.17,11.97,1.49,0.99,0.15,76.32,39,一级
青海省,2015-10,6.66,7.37,0.71,1.03,0.14,79.52,41,一级
青海省,2015-11,2.86,3.61,0.73,1.04,0.15,73.3,38,一级
青海省,2015-12,2.37,3.12,0.75,0.99,0.16,69.25,35,一级
香港特别行政区,2015-01,41.43,58.85,10.68,39.16,0.97,61.18,62,二级
香港特别行政区,2015-02,42.29,57.85,8.47,30.53,0.85,64.14,61,二级
香港特别行政区,2015-03,24.92,37.0,5.44,26.48,0.61,55.1,41,一级
香港特别行政区,2015-04,22.16,35.5,6.38,27.05,0.52,56.53,40,一级
香港特别行政区,2015-05,7.78,15.67,4.39,18.29,0.34,44.78,28,一级
香港特别行政区,2015-06,5.38,11.07,4.39,14.43,0.24,38.56,22,一级
香港特别行政区,2015-07,13.53,22.71,5.96,18.79,0.44,53.89,32,一级
香港特别行政区,2015-08,21.29,33.59,7.79,26.36,0.52,52.94,40,一级
香港特别行政区,2015-09,22.98,33.54,6.26,21.43,0.46,73.66,44,一级
香港特别行政区,2015-10,30.29,45.23,7.97,26.08,0.55,79.54,49,一级
香港特别行政区,2015-11,25.34,39.8,7.52,25.49,0.61,66.32,43,一级
香港特别行政区,2015-12,28.72,43.81,9.24,33.26,0.81,47.64,49,一级
黑龙江省,2015-01,35.45,46.47,13.47,15.22,0.66,41.48,51,二级
黑龙江省,2015-02,28.55,42.09,10.63,12.48,0.56,52.22,45,一级
黑龙江省,2015-03,22.7,34.12,8.98,9.07,0.46,64.3,41,一级
黑龙江省,2015-04,16.72,28.55,4.56,6.24,0.33,70.16,39,一级
黑龙江省,2015-05,13.03,19.86,3.43,4.54,0.26,66.0,35,一级
黑龙江省,2015-06,21.36,26.43,4.3,4.56,0.29,71.51,38,一级
黑龙江省,2015-07,20.84,26.34,4.22,4.86,0.33,72.32,38,一级
黑龙江省,2015-08,20.11,25.42,4.5,4.52,0.3,61.86,34,一级
黑龙江省,2015-09,12.43,18.17,4.25,5.48,0.32,56.4,30,一级
黑龙江省,2015-10,22.44,30.92,6.37,8.75,0.42,53.33,40,一级
黑龙江省,2015-11,42.03,52.1,8.7,12.19,0.59,45.91,60,二级
黑龙江省,2015-12,32.34,41.1,12.27,16.27,0.71,37.97,48,一级
