province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
重庆市,2014-07,40.33,52.01,15.94,9.65,0.48,77.25,57,二级
重庆市,2014-08,47.14,59.46,17.55,10.51,0.52,74.62,66,二级
重庆市,2014-09,41.86,55.08,16.45,11.65,0.55,60.58,59,二级
重庆市,2014-10,55.09,70.13,21.09,15.6,0.7,56.84,76,二级
重庆市,2014-11,54.23,71.15,22.19,17.64,0.71,36.72,75,二级
重庆市,2014-12,67.79,88.66,23.36,22.73,0.9,34.75,92,二级
陕西省,2014-01,71.61,96.05,42.2,25.68,1.38,38.58,97,二级
陕西省,2014-02,93.46,116.39,35.5,21.43,1.59,44.21,125,三级
陕西省,2014-03,52.65,86.94,23.06,18.14,1.3,54.17,77,二级
陕西省,2014-04,47.73,77.15,16.42,15.03,1.01,59.67,69,二级
陕西省,2014-05,47.52,75.7,10.62,11.82,0.68,71.01,68,二级
陕西省,2014-06,40.28,59.6,12.91,11.82,0.86,78.63,59,二级
陕西省,2014-07,33.57,52.9,12.55,10.59,0.65,79.16,52,二级
陕西省,2014-08,39.09,59.42,13.88,11.57,0.64,74.43,57,二级
陕西省,2014-09,38.75,60.3,14.59,13.62,0.84,57.27,57,二级
陕西省,2014-10,48.0,75.72,15.97,20.72,1.06,48.64,69,二级
陕西省,2014-11,48.08,72.81,23.38,25.26,1.06,37.31,70,二级
陕西省,2014-12,40.0,64.77,27.1,24.39,1.37,37.52,61,二级
青海省,2014-01,2.01,2.66,0.87,0.79,0.14,69.83,36,一级
青海省,2014-02,3.08,3.94,0.94,0.79,0.14,66.74,34,一级
青海省,2014-03,5.76,6.87,0.91,0.77,0.14,79.27,41,一级
青海省,2014-04,13.47,14.29,0.79,0.62,0.14,90.36,48,一级
青海省,2014-05,21.76,22.41,0.64,0.56,0.12,104.99,60,二级
青海省,2014-06,20.16,20.77,1.47,0.65,0.12,86.65,47,一级
青海省,2014-07,13.4,13.89,1.01,0.77,0.12,85.62,44,一级
青海省,2014-08,17.21,17.86,1.5,0.74,0.13,84.87,44,一级
青海省,2014-09,10.61,11.18,1.28,0.79,0.13,84.15,43,一级
青海省,2014-10,4.54,5.01,0.78,0.82,0.13,83.21,43,一级
青海省,2014-11,2.16,2.53,0.62,0.9,0.15,74.65,38,一级
青海省,2014-12,2.1,2.6,0.73,0.97,0.23,66.54,34,一级
香港特别行政区,2014-01,51.53,68.66,12.65,40.79,0.91,70.76,73,二级
香港特别行政区,2014-02,27.31,35.9,7.69,27.74,0.78,53.36,45,一级
香港特别行政区,2014-03,26.24,37.07,6.13,29.23,0.52,57.9,46,一级
香港特别行政区,2014-04,26.24,37.69,6.1,27.72,0.51,66.75,47,一级
香港特别行政区,2014-05,11.28,20.15,4.48,19.58,0.36,44.06,29,一级
香港特别行政区,2014-06,13.86,23.99,4.78,18.78,0.42,50.09,32,一级
香港特别行政区,2014-07,14.02,24.26,4.86,20.32,0.47,46.35,31,一级
香港特别行政区,2014-08,9.48,17.71,5.06,17.63,0.37,42.88,25,一级
香港特别行政区,2014-09,22.92,37.63,6.28,24.35,0.69,55.11,40,一级
香港特别行政区,2014-10,36.93,54.39,9.48,24.73,0.83,96.29,59,二级
香港特别行政区,2014-11,36.06,48.1,9.31,30.44,0.83,63.16,55,二级
香港特别行政区,2014-12,44.66,62.43,13.32,39.73,0.98,51.4,65,二级
黑龙江省,2014-01,34.73,42.0,12.35,13.54,0.57,38.0,50,一级
黑龙江省,2014-02,37.9,45.26,11.57,11.51,0.57,46.16,54,二级
黑龙江省,2014-03,19.84,25.27,7.0,7.61,0.38,60.27,36,一级
黑龙江省,2014-04,15.61,23.14,4.21,4.91,0.29,71.23,40,一级
黑龙江省,2014-05,15.11,18.79,3.69,3.94,0.27,67.58,35,一级
黑龙江省,2014-06,16.9,20.74,3.24,3.94,0.25,69.06,37,一级
黑龙江省,2014-07,25.4,29.22,4.97,4.26,0.29,76.0,43,一级
黑龙江省,2014-08,19.57,23.38,4.47,4.2,0.26,71.5,37,一级
黑龙江省,2014-09,11.96,15.29,3.86,4.47,0.25,60.87,31,一级
黑龙江省,2014-10,26.27,32.43,6.75,8.98,0.36,53.57,44,一级
黑龙江省,2014-11,37.87,45.49,10.88,12.49,0.52,42.51,55,二级
黑龙江省,2014-12,29.11,37.63,10.98,12.29,0.65,43.23,45,一级
