province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
重庆市,2018-07,22.22,33.53,9.68,10.74,0.41,68.62,37,一级
重庆市,2018-08,30.74,45.0,11.7,11.78,0.48,80.17,46,一级
重庆市,2018-09,26.4,39.33,13.25,12.73,0.5,57.9,41,一级
重庆市,2018-10,35.29,50.19,14.14,16.31,0.53,49.8,51,二级
重庆市,2018-11,40.19,58.57,15.78,18.87,0.63,34.96,58,二级
重庆市,2018-12,56.48,76.74,21.07,20.07,0.76,32.25,79,二级
陕西省,2018-01,56.64,84.6,20.56,30.96,1.13,45.35,79,二级
陕西省,2018-02,41.55,70.59,17.32,21.54,0.89,54.8,65,二级
陕西省,2018-03,46.06,84.48,14.74,23.94,0.84,63.18,71,二级
陕西省,2018-04,38.96,83.77,10.32,18.24,0.56,72.46,67,二级
陕西省,2018-05,36.73,66.38,9.57,15.46,0.53,80.53,59,二级
陕西省,2018-06,30.62,50.61,10.0,13.88,0.56,90.66,52,二级
陕西省,2018-07,27.72,43.12,9.42,10.6,0.62,79.32,45,一级
陕西省,2018-08,32.0,51.73,10.46,11.84,0.65,85.53,51,二级
陕西省,2018-09,23.03,38.34,9.47,14.36,0.51,61.73,40,一级
陕西省,2018-10,29.93,48.63,10.72,20.78,0.54,54.96,48,一级
陕西省,2018-11,40.36,71.88,14.11,28.51,0.77,38.65,63,二级
陕西省,2018-12,47.91,83.25,19.05,29.12,0.86,35.42,73,二级
青海省,2018-01,2.46,3.2,0.76,0.9,0.15,70.55,36,一级
青海省,2018-02,1.81,2.62,0.63,0.78,0.15,70.24,36,一级
青海省,2018-03,5.82,7.11,0.69,0.76,0.15,83.71,43,一级
青海省,2018-04,13.04,14.23,0.62,0.72,0.14,91.91,47,一级
青海省,2018-05,19.99,20.86,0.67,0.66,0.13,93.74,50,一级
青海省,2018-06,17.71,18.51,1.32,0.75,0.13,87.76,45,一级
青海省,2018-07,13.18,13.81,1.03,0.82,0.12,80.53,41,一级
青海省,2018-08,18.36,19.4,1.81,0.82,0.14,82.48,42,一级
青海省,2018-09,13.04,13.68,1.01,0.84,0.13,81.82,42,一级
青海省,2018-10,7.99,8.56,0.78,0.83,0.14,84.14,44,一级
青海省,2018-11,2.45,3.1,0.72,1.04,0.15,74.38,38,一级
青海省,2018-12,2.53,3.17,0.64,1.04,0.15,71.77,37,一级
香港特别行政区,2018-01,33.07,49.49,7.92,31.34,0.68,62.11,53,二级
香港特别行政区,2018-02,32.85,46.41,8.06,24.18,0.56,68.51,49,一级
香港特别行政区,2018-03,22.0,32.32,5.43,21.92,0.4,78.05,46,一级
香港特别行政区,2018-04,22.34,34.91,5.0,20.56,0.37,70.44,43,一级
香港特别行政区,2018-05,14.04,21.14,4.73,17.85,0.25,58.53,32,一级
香港特别行政区,2018-06,13.76,21.7,4.89,16.38,0.32,63.13,34,一级
香港特别行政区,2018-07,5.56,11.26,3.1,13.45,0.2,43.8,24,一级
香港特别行政区,2018-08,16.18,25.05,4.72,18.81,0.37,65.39,36,一级
香港特别行政区,2018-09,17.73,27.88,6.3,21.09,0.36,57.26,35,一级
香港特别行政区,2018-10,26.67,42.05,8.72,20.61,0.49,88.46,52,二级
香港特别行政区,2018-11,25.13,39.66,7.5,23.27,0.51,61.95,43,一级
香港特别行政区,2018-12,27.53,42.51,10.33,27.78,0.61,40.94,46,一级
黑龙江省,2018-01,25.87,32.99,8.33,12.36,0.53,44.75,40,一级
黑龙江省,2018-02,22.62,29.82,7.33,9.76,0.46,53.6,36,一级
黑龙江省,2018-03,23.0,32.59,6.46,8.78,0.4,69.48,41,一级
黑龙江省,2018-04,17.42,28.52,3.53,5.75,0.3,76.4,42,一级
黑龙江省,2018-05,14.4,22.03,3.1,4.24,0.25,76.38,39,一级
黑龙江省,2018-06,18.13,25.0,4.12,4.4,0.27,74.41,38,一级
黑龙江省,2018-07,17.8,23.6,4.48,4.67,0.28,66.0,35,一级
黑龙江省,2018-08,11.16,15.9,2.69,3.88,0.25,57.99,30,一级
黑龙江省,2018-09,10.08,14.94,3.66,4.63,0.28,57.16,29,一级
黑龙江省,2018-10,14.3,23.38,5.28,7.64,0.33,49.11,30,一级
黑龙江省,2018-11,18.1,28.87,6.67,9.9,0.38,44.35,32,一级
黑龙江省,2018-12,20.93,29.12,6.59,9.66,0.41,42.51,36,一级
