province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
重庆市,2017-07,25.05,38.54,10.98,11.98,0.46,70.85,40,一级
重庆市,2017-08,27.79,42.23,12.67,10.86,0.49,73.8,43,一级
重庆市,2017-09,29.71,44.86,14.1,12.58,0.57,56.31,46,一级
重庆市,2017-10,31.62,46.44,15.77,15.34,0.59,42.8,47,一级
重庆市,2017-11,45.15,63.57,17.58,21.35,0.64,38.65,64,二级
重庆市,2017-12,68.15,92.77,19.45,26.27,0.88,35.53,92,二级
陕西省,2017-01,65.75,98.95,26.18,30.85,1.34,40.5,92,二级
陕西省,2017-02,57.02,85.47,23.31,28.81,1.17,49.83,80,二级
陕西省,2017-03,37.8,60.46,16.62,23.82,0.85,60.31,58,二级
陕西省,2017-04,31.81,60.41,11.58,19.51,0.64,67.23,56,二级
陕西省,2017-05,34.61,60.13,9.18,16.37,0.55,83.28,57,二级
陕西省,2017-06,32.29,53.76,11.91,14.19,0.64,96.69,54,二级
陕西省,2017-07,28.83,47.85,10.54,12.92,0.65,89.32,49,一级
陕西省,2017-08,29.83,48.04,11.27,13.39,0.69,78.28,48,一级
陕西省,2017-09,33.32,57.09,12.01,17.15,0.72,62.23,54,二级
陕西省,2017-10,33.5,54.52,12.79,20.57,0.82,41.73,52,二级
陕西省,2017-11,44.49,74.27,16.7,29.88,0.94,38.37,67,二级
陕西省,2017-12,52.57,86.54,21.31,34.55,1.11,36.42,78,二级
青海省,2017-01,2.87,4.17,0.88,1.06,0.16,70.36,36,一级
青海省,2017-02,2.94,4.15,0.79,0.96,0.16,67.62,35,一级
青海省,2017-03,3.95,4.95,1.02,0.9,0.16,76.64,39,一级
青海省,2017-04,7.44,8.38,0.73,0.72,0.14,86.65,44,一级
青海省,2017-05,12.58,13.27,0.67,0.62,0.13,112.98,62,二级
青海省,2017-06,14.73,15.47,1.1,0.74,0.13,90.32,46,一级
青海省,2017-07,13.82,14.56,1.17,0.84,0.12,82.32,42,一级
青海省,2017-08,14.53,15.28,1.3,0.81,0.14,77.08,39,一级
青海省,2017-09,9.61,10.26,1.02,0.81,0.14,79.97,41,一级
青海省,2017-10,8.82,9.53,0.85,0.95,0.14,78.94,40,一级
青海省,2017-11,2.72,3.54,0.79,1.1,0.15,75.49,39,一级
青海省,2017-12,2.37,3.35,0.72,1.17,0.15,68.49,35,一级
香港特别行政区,2017-01,32.92,46.99,8.3,28.81,0.76,65.6,52,二级
香港特别行政区,2017-02,29.02,41.46,7.87,25.48,0.65,72.93,48,一级
香港特别行政区,2017-03,27.39,42.77,6.41,27.15,0.56,73.0,46,一级
香港特别行政区,2017-04,23.52,35.24,6.45,25.29,0.47,65.02,43,一级
香港特别行政区,2017-05,24.08,35.55,6.11,23.55,0.49,75.84,47,一级
香港特别行政区,2017-06,5.77,12.33,4.18,15.27,0.26,37.23,23,一级
香港特别行政区,2017-07,8.78,14.87,3.97,16.5,0.25,40.2,25,一级
香港特别行政区,2017-08,10.51,17.59,5.86,19.72,0.32,48.97,30,一级
香港特别行政区,2017-09,18.6,27.46,5.71,22.16,0.4,63.16,39,一级
香港特别行政区,2017-10,25.83,39.64,8.82,18.6,0.55,82.27,46,一级
香港特别行政区,2017-11,30.82,46.57,9.24,28.92,0.64,63.97,48,一级
香港特别行政区,2017-12,40.49,61.94,12.31,31.11,0.68,73.62,60,二级
黑龙江省,2017-01,35.97,43.57,9.54,14.29,0.68,44.47,53,二级
黑龙江省,2017-02,20.76,27.03,7.09,9.78,0.48,55.63,37,一级
黑龙江省,2017-03,17.8,24.05,4.92,7.48,0.42,64.75,36,一级
黑龙江省,2017-04,17.15,27.2,3.83,6.06,0.37,72.41,40,一级
黑龙江省,2017-05,16.43,31.87,3.63,4.52,0.27,75.72,43,一级
黑龙江省,2017-06,15.05,21.2,3.7,4.61,0.27,69.35,36,一级
黑龙江省,2017-07,15.61,21.4,3.8,4.64,0.29,73.07,38,一级
黑龙江省,2017-08,14.15,19.5,3.69,4.25,0.27,59.66,31,一级
黑龙江省,2017-09,12.06,18.05,4.37,5.27,0.3,57.79,30,一级
黑龙江省,2017-10,26.37,36.54,5.86,10.23,0.41,52.64,44,一级
黑龙江省,2017-11,27.84,36.94,6.8,10.5,0.44,47.45,45,一级
黑龙江省,2017-12,24.54,31.57,8.01,12.69,0.52,42.51,38,一级
